sample,chromosome,start,end,strand,unique_reads,multi_reads,total_reads,junction_type,junction_id
sample_2_Aligned.sortedByCoord.out,chr7,20672850,20674048,+,9,1,10,known,chr7:20672850-20674048
sample_2_Aligned.sortedByCoord.out,chr20,16350912,16359792,-,7,4,11,known,chr20:16350912-16359792
sample_2_Aligned.sortedByCoord.out,chr6,34377794,34383005,-,8,2,10,known,chr6:34377794-34383005
sample_2_Aligned.sortedByCoord.out,chr17,9964031,9972854,+,13,3,16,known,chr17:9964031-9972854
sample_2_Aligned.sortedByCoord.out,chr17,15153800,15159167,-,9,3,12,known,chr17:15153800-15159167
sample_2_Aligned.sortedByCoord.out,chr2,8495027,8504494,-,17,4,21,known,chr2:8495027-8504494
sample_2_Aligned.sortedByCoord.out,chr9,48458897,48467120,-,12,0,12,known,chr9:48458897-48467120
sample_2_Aligned.sortedByCoord.out,chr10,16492978,16493247,+,7,2,9,known,chr10:16492978-16493247
sample_2_Aligned.sortedByCoord.out,chr11,2751172,2757036,+,11,1,12,known,chr11:2751172-2757036
sample_2_Aligned.sortedByCoord.out,chr11,48434459,48442571,+,6,2,8,known,chr11:48434459-48442571
sample_2_Aligned.sortedByCoord.out,chr8,30888569,30891264,+,11,1,12,known,chr8:30888569-30891264
sample_2_Aligned.sortedByCoord.out,chr7,15749548,15752241,+,11,1,12,known,chr7:15749548-15752241
sample_2_Aligned.sortedByCoord.out,chr22,14319292,14319501,-,10,1,11,known,chr22:14319292-14319501
sample_2_Aligned.sortedByCoord.out,chr19,31804380,31813662,-,8,2,10,known,chr19:31804380-31813662
sample_2_Aligned.sortedByCoord.out,chr12,5760534,5764260,+,10,2,12,known,chr12:5760534-5764260
sample_2_Aligned.sortedByCoord.out,chr13,30815449,30816474,-,7,4,11,known,chr13:30815449-30816474
sample_2_Aligned.sortedByCoord.out,chr21,1775522,1783579,+,9,1,10,known,chr21:1775522-1783579
sample_2_Aligned.sortedByCoord.out,chr22,7559288,7562794,+,12,4,16,known,chr22:7559288-7562794
sample_2_Aligned.sortedByCoord.out,chr9,3862541,3871537,-,8,0,8,novel,chr9:3862541-3871537
sample_2_Aligned.sortedByCoord.out,chr22,14241297,14246681,-,9,0,9,novel,chr22:14241297-14246681
sample_2_Aligned.sortedByCoord.out,chr16,28501880,28504916,-,10,0,10,known,chr16:28501880-28504916
sample_2_Aligned.sortedByCoord.out,chr15,34573522,34574351,-,8,1,9,known,chr15:34573522-34574351
sample_2_Aligned.sortedByCoord.out,chr13,21582438,21591320,-,9,1,10,known,chr13:21582438-21591320
sample_2_Aligned.sortedByCoord.out,chr11,18740372,18746256,-,8,1,9,known,chr11:18740372-18746256
sample_2_Aligned.sortedByCoord.out,chr1,24059280,24060784,-,5,1,6,novel,chr1:24059280-24060784
sample_2_Aligned.sortedByCoord.out,chr11,35917051,35922749,-,9,2,11,novel,chr11:35917051-35922749
sample_2_Aligned.sortedByCoord.out,chr16,43960243,43964784,-,9,2,11,known,chr16:43960243-43964784
sample_2_Aligned.sortedByCoord.out,chr20,46904061,46909652,-,9,4,13,known,chr20:46904061-46909652
sample_2_Aligned.sortedByCoord.out,chr14,9687540,9697027,+,13,1,14,known,chr14:9687540-9697027
sample_2_Aligned.sortedByCoord.out,chr9,2888372,2891021,-,13,2,15,known,chr9:2888372-2891021
sample_2_Aligned.sortedByCoord.out,chr5,7665064,7667772,-,11,1,12,known,chr5:7665064-7667772
sample_2_Aligned.sortedByCoord.out,chr9,6000172,6009168,+,13,5,18,known,chr9:6000172-6009168
sample_2_Aligned.sortedByCoord.out,chr11,10438065,10438940,-,20,1,21,novel,chr11:10438065-10438940
sample_2_Aligned.sortedByCoord.out,chr9,1237598,1241059,+,22,2,24,known,chr9:1237598-1241059
sample_2_Aligned.sortedByCoord.out,chr21,16049233,16053052,+,7,2,9,known,chr21:16049233-16053052
sample_2_Aligned.sortedByCoord.out,chr3,27421469,27429681,+,12,2,14,known,chr3:27421469-27429681
sample_2_Aligned.sortedByCoord.out,chr6,48664875,48673304,-,12,1,13,novel,chr6:48664875-48673304
sample_2_Aligned.sortedByCoord.out,chr2,14385450,14391775,+,9,2,11,novel,chr2:14385450-14391775
sample_2_Aligned.sortedByCoord.out,chr16,12183959,12190489,-,9,0,9,novel,chr16:12183959-12190489
sample_2_Aligned.sortedByCoord.out,chr12,13386514,13393316,-,12,0,12,known,chr12:13386514-13393316
sample_2_Aligned.sortedByCoord.out,chr4,20089431,20092354,-,16,2,18,novel,chr4:20089431-20092354
sample_2_Aligned.sortedByCoord.out,chr20,13238642,13241915,-,6,0,6,novel,chr20:13238642-13241915
sample_2_Aligned.sortedByCoord.out,chr22,18997145,19005434,+,9,3,12,known,chr22:18997145-19005434
sample_2_Aligned.sortedByCoord.out,chr10,33908958,33915709,+,10,0,10,novel,chr10:33908958-33915709
sample_2_Aligned.sortedByCoord.out,chr1,19249726,19254219,-,7,2,9,known,chr1:19249726-19254219
sample_2_Aligned.sortedByCoord.out,chr4,30714072,30716404,-,7,2,9,known,chr4:30714072-30716404
sample_2_Aligned.sortedByCoord.out,chr2,29291305,29292374,-,11,4,15,novel,chr2:29291305-29292374
sample_2_Aligned.sortedByCoord.out,chr18,47066100,47075151,-,13,3,16,known,chr18:47066100-47075151
sample_2_Aligned.sortedByCoord.out,chr6,17202375,17204712,+,13,1,14,known,chr6:17202375-17204712
sample_2_Aligned.sortedByCoord.out,chr8,49321491,49323366,+,9,2,11,known,chr8:49321491-49323366
sample_2_Aligned.sortedByCoord.out,chr7,41120757,41128496,-,16,1,17,novel,chr7:41120757-41128496
sample_2_Aligned.sortedByCoord.out,chr16,8491481,8500068,+,14,3,17,known,chr16:8491481-8500068
sample_2_Aligned.sortedByCoord.out,chr5,47274614,47279457,+,11,0,11,known,chr5:47274614-47279457
sample_2_Aligned.sortedByCoord.out,chr22,29223626,29228016,-,11,2,13,known,chr22:29223626-29228016
sample_2_Aligned.sortedByCoord.out,chr20,12909497,12915320,-,12,1,13,known,chr20:12909497-12915320
sample_2_Aligned.sortedByCoord.out,chr18,4638945,4639741,+,14,1,15,novel,chr18:4638945-4639741
sample_2_Aligned.sortedByCoord.out,chr10,43562805,43571984,+,5,1,6,novel,chr10:43562805-43571984
sample_2_Aligned.sortedByCoord.out,chr15,35516569,35519657,+,9,1,10,known,chr15:35516569-35519657
sample_2_Aligned.sortedByCoord.out,chr5,11059576,11067306,-,6,0,6,known,chr5:11059576-11067306
sample_2_Aligned.sortedByCoord.out,chr15,48825648,48831361,+,8,0,8,known,chr15:48825648-48831361
sample_2_Aligned.sortedByCoord.out,chr19,49456645,49458756,-,9,1,10,known,chr19:49456645-49458756
sample_2_Aligned.sortedByCoord.out,chr5,5665178,5666755,+,6,1,7,known,chr5:5665178-5666755
sample_2_Aligned.sortedByCoord.out,chr2,32482201,32486762,-,8,1,9,known,chr2:32482201-32486762
sample_2_Aligned.sortedByCoord.out,chr7,49175318,49179969,+,15,3,18,known,chr7:49175318-49179969
sample_2_Aligned.sortedByCoord.out,chr8,23548979,23558792,+,13,1,14,known,chr8:23548979-23558792
sample_2_Aligned.sortedByCoord.out,chr22,33630463,33634614,-,8,0,8,known,chr22:33630463-33634614
sample_2_Aligned.sortedByCoord.out,chr11,4387516,4396894,-,12,2,14,known,chr11:4387516-4396894
sample_2_Aligned.sortedByCoord.out,chr17,36806336,36812077,+,6,2,8,known,chr17:36806336-36812077
sample_2_Aligned.sortedByCoord.out,chr11,44593261,44602665,+,15,0,15,known,chr11:44593261-44602665
sample_2_Aligned.sortedByCoord.out,chr19,49546179,49552127,-,13,1,14,novel,chr19:49546179-49552127
sample_2_Aligned.sortedByCoord.out,chr17,1219421,1226419,+,7,2,9,novel,chr17:1219421-1226419
sample_2_Aligned.sortedByCoord.out,chr7,21444614,21448716,+,10,1,11,known,chr7:21444614-21448716
sample_2_Aligned.sortedByCoord.out,chr2,25302129,25304585,-,10,6,16,known,chr2:25302129-25304585
sample_2_Aligned.sortedByCoord.out,chr20,29733560,29733721,-,9,2,11,known,chr20:29733560-29733721
sample_2_Aligned.sortedByCoord.out,chr1,19337658,19346298,-,15,4,19,known,chr1:19337658-19346298
sample_2_Aligned.sortedByCoord.out,chr12,38006174,38011881,-,11,4,15,novel,chr12:38006174-38011881
sample_2_Aligned.sortedByCoord.out,chr2,24686945,24692912,+,13,2,15,known,chr2:24686945-24692912
sample_2_Aligned.sortedByCoord.out,chr14,28815803,28823734,+,12,3,15,known,chr14:28815803-28823734
sample_2_Aligned.sortedByCoord.out,chr12,23447982,23449618,-,18,1,19,known,chr12:23447982-23449618
sample_2_Aligned.sortedByCoord.out,chr6,3053927,3062109,-,10,1,11,known,chr6:3053927-3062109
sample_2_Aligned.sortedByCoord.out,chr6,24312529,24320082,+,13,6,19,known,chr6:24312529-24320082
sample_2_Aligned.sortedByCoord.out,chr18,7799589,7800462,-,10,1,11,novel,chr18:7799589-7800462
sample_2_Aligned.sortedByCoord.out,chr1,49047116,49053934,-,8,4,12,known,chr1:49047116-49053934
sample_2_Aligned.sortedByCoord.out,chr6,23712843,23715808,+,10,2,12,known,chr6:23712843-23715808
sample_2_Aligned.sortedByCoord.out,chr11,21950254,21953734,+,9,1,10,known,chr11:21950254-21953734
sample_2_Aligned.sortedByCoord.out,chr20,27620910,27622430,+,12,1,13,novel,chr20:27620910-27622430
sample_2_Aligned.sortedByCoord.out,chr22,33697297,33701740,+,4,0,4,known,chr22:33697297-33701740
sample_2_Aligned.sortedByCoord.out,chr10,29289816,29297496,+,9,2,11,known,chr10:29289816-29297496
sample_2_Aligned.sortedByCoord.out,chr1,6907418,6915308,+,6,1,7,novel,chr1:6907418-6915308
sample_2_Aligned.sortedByCoord.out,chr17,25595250,25597738,+,9,2,11,known,chr17:25595250-25597738
sample_2_Aligned.sortedByCoord.out,chr9,8172398,8172838,-,13,1,14,novel,chr9:8172398-8172838
sample_2_Aligned.sortedByCoord.out,chr11,27982929,27992138,-,5,1,6,known,chr11:27982929-27992138
sample_2_Aligned.sortedByCoord.out,chr4,15319274,15319987,-,15,2,17,known,chr4:15319274-15319987
sample_2_Aligned.sortedByCoord.out,chr11,23811040,23812155,+,11,1,12,known,chr11:23811040-23812155
sample_2_Aligned.sortedByCoord.out,chr20,36635499,36641526,+,10,1,11,known,chr20:36635499-36641526
sample_2_Aligned.sortedByCoord.out,chr20,22846447,22855519,+,13,3,16,known,chr20:22846447-22855519
sample_2_Aligned.sortedByCoord.out,chr8,38426619,38431088,-,13,3,16,novel,chr8:38426619-38431088
sample_2_Aligned.sortedByCoord.out,chr12,35499306,35504845,-,6,3,9,novel,chr12:35499306-35504845
sample_2_Aligned.sortedByCoord.out,chr20,11845207,11852768,-,4,4,8,known,chr20:11845207-11852768
sample_2_Aligned.sortedByCoord.out,chr13,37913536,37921306,+,10,0,10,known,chr13:37913536-37921306
sample_2_Aligned.sortedByCoord.out,chr19,7098470,7098800,+,7,0,7,known,chr19:7098470-7098800
sample_2_Aligned.sortedByCoord.out,chr20,5079671,5085867,-,10,3,13,known,chr20:5079671-5085867
sample_2_Aligned.sortedByCoord.out,chr5,44585195,44591397,-,5,2,7,known,chr5:44585195-44591397
sample_2_Aligned.sortedByCoord.out,chr13,30411123,30420160,+,14,0,14,known,chr13:30411123-30420160
sample_2_Aligned.sortedByCoord.out,chr19,31793630,31798291,+,8,2,10,novel,chr19:31793630-31798291
sample_2_Aligned.sortedByCoord.out,chr2,9268038,9276898,-,4,1,5,novel,chr2:9268038-9276898
sample_2_Aligned.sortedByCoord.out,chr10,5077329,5079815,+,12,1,13,known,chr10:5077329-5079815
sample_2_Aligned.sortedByCoord.out,chr19,1733439,1743352,+,9,1,10,known,chr19:1733439-1743352
sample_2_Aligned.sortedByCoord.out,chr9,25350322,25360071,-,10,7,17,known,chr9:25350322-25360071
sample_2_Aligned.sortedByCoord.out,chr15,10768919,10777401,+,11,1,12,known,chr15:10768919-10777401
sample_2_Aligned.sortedByCoord.out,chr18,46731351,46734799,+,8,3,11,known,chr18:46731351-46734799
sample_2_Aligned.sortedByCoord.out,chr7,41144496,41145808,+,9,0,9,known,chr7:41144496-41145808
sample_2_Aligned.sortedByCoord.out,chr4,6461919,6471515,-,13,2,15,known,chr4:6461919-6471515
sample_2_Aligned.sortedByCoord.out,chr5,38262156,38269820,-,7,4,11,novel,chr5:38262156-38269820
sample_2_Aligned.sortedByCoord.out,chr19,29969691,29972833,-,8,4,12,novel,chr19:29969691-29972833
sample_2_Aligned.sortedByCoord.out,chr20,27716033,27720983,-,13,4,17,known,chr20:27716033-27720983
sample_2_Aligned.sortedByCoord.out,chr4,2142085,2148864,+,11,1,12,known,chr4:2142085-2148864
sample_2_Aligned.sortedByCoord.out,chr18,22847758,22853639,-,8,2,10,known,chr18:22847758-22853639
sample_2_Aligned.sortedByCoord.out,chr1,37011787,37016311,-,9,2,11,known,chr1:37011787-37016311
sample_2_Aligned.sortedByCoord.out,chr6,45526505,45530169,-,11,1,12,known,chr6:45526505-45530169
sample_2_Aligned.sortedByCoord.out,chr16,3810247,3810796,-,7,3,10,novel,chr16:3810247-3810796
sample_2_Aligned.sortedByCoord.out,chr17,2097355,2098032,-,12,2,14,known,chr17:2097355-2098032
sample_2_Aligned.sortedByCoord.out,chr4,16045382,16047574,-,12,3,15,known,chr4:16045382-16047574
sample_2_Aligned.sortedByCoord.out,chr9,2057067,2057401,+,6,1,7,known,chr9:2057067-2057401
sample_2_Aligned.sortedByCoord.out,chr5,38661089,38663609,+,9,2,11,known,chr5:38661089-38663609
sample_2_Aligned.sortedByCoord.out,chr5,26327265,26335382,-,10,1,11,known,chr5:26327265-26335382
sample_2_Aligned.sortedByCoord.out,chr1,46179838,46182995,-,8,0,8,known,chr1:46179838-46182995
sample_2_Aligned.sortedByCoord.out,chr21,36376791,36377202,+,18,3,21,known,chr21:36376791-36377202
sample_2_Aligned.sortedByCoord.out,chr20,29678995,29682891,-,7,2,9,known,chr20:29678995-29682891
sample_2_Aligned.sortedByCoord.out,chr16,30236294,30236608,-,9,2,11,known,chr16:30236294-30236608
sample_2_Aligned.sortedByCoord.out,chr7,32680085,32682094,+,10,1,11,novel,chr7:32680085-32682094
sample_2_Aligned.sortedByCoord.out,chr8,6412706,6414833,-,5,3,8,known,chr8:6412706-6414833
sample_2_Aligned.sortedByCoord.out,chr1,30003647,30008765,+,17,2,19,known,chr1:30003647-30008765
sample_2_Aligned.sortedByCoord.out,chr5,42325369,42331501,+,10,1,11,known,chr5:42325369-42331501
sample_2_Aligned.sortedByCoord.out,chr17,6428984,6436045,-,9,4,13,known,chr17:6428984-6436045
sample_2_Aligned.sortedByCoord.out,chr1,49044169,49052300,+,10,4,14,known,chr1:49044169-49052300
sample_2_Aligned.sortedByCoord.out,chr6,3586697,3595590,+,10,2,12,known,chr6:3586697-3595590
sample_2_Aligned.sortedByCoord.out,chr11,28140686,28143602,-,12,2,14,novel,chr11:28140686-28143602
sample_2_Aligned.sortedByCoord.out,chr1,12558396,12561244,-,11,0,11,novel,chr1:12558396-12561244
sample_2_Aligned.sortedByCoord.out,chr5,24940975,24943904,-,12,2,14,known,chr5:24940975-24943904
sample_2_Aligned.sortedByCoord.out,chr12,13634273,13641530,-,8,1,9,known,chr12:13634273-13641530
sample_2_Aligned.sortedByCoord.out,chr14,30158322,30162910,-,13,3,16,known,chr14:30158322-30162910
sample_2_Aligned.sortedByCoord.out,chr2,44244084,44248535,+,10,2,12,known,chr2:44244084-44248535
sample_2_Aligned.sortedByCoord.out,chr15,3828972,3833192,+,10,3,13,known,chr15:3828972-3833192
sample_2_Aligned.sortedByCoord.out,chr19,44349609,44350502,+,15,1,16,known,chr19:44349609-44350502
sample_2_Aligned.sortedByCoord.out,chr21,40423618,40431756,-,1,1,2,known,chr21:40423618-40431756
sample_2_Aligned.sortedByCoord.out,chr13,6436897,6442179,+,12,4,16,known,chr13:6436897-6442179
sample_2_Aligned.sortedByCoord.out,chr9,32816330,32819972,-,11,2,13,novel,chr9:32816330-32819972
sample_2_Aligned.sortedByCoord.out,chr6,34544885,34548024,-,14,1,15,known,chr6:34544885-34548024
sample_2_Aligned.sortedByCoord.out,chr13,9694360,9699191,-,15,0,15,novel,chr13:9694360-9699191
sample_2_Aligned.sortedByCoord.out,chr11,11615626,11624703,+,9,0,9,known,chr11:11615626-11624703
sample_2_Aligned.sortedByCoord.out,chr3,23709477,23711765,-,5,3,8,known,chr3:23709477-23711765
sample_2_Aligned.sortedByCoord.out,chr2,38280559,38289564,-,11,1,12,known,chr2:38280559-38289564
sample_2_Aligned.sortedByCoord.out,chr1,27855249,27859982,-,10,1,11,known,chr1:27855249-27859982
sample_2_Aligned.sortedByCoord.out,chr1,7641809,7644889,-,15,0,15,known,chr1:7641809-7644889
sample_2_Aligned.sortedByCoord.out,chr19,27022041,27028252,+,9,3,12,known,chr19:27022041-27028252
sample_2_Aligned.sortedByCoord.out,chr17,1849935,1853664,-,7,2,9,novel,chr17:1849935-1853664
sample_2_Aligned.sortedByCoord.out,chr11,32278428,32287038,+,7,0,7,known,chr11:32278428-32287038
sample_2_Aligned.sortedByCoord.out,chr9,33938439,33940680,-,9,0,9,known,chr9:33938439-33940680
sample_2_Aligned.sortedByCoord.out,chr8,13272495,13273056,+,9,3,12,novel,chr8:13272495-13273056
sample_2_Aligned.sortedByCoord.out,chr21,23563063,23570493,+,8,1,9,known,chr21:23563063-23570493
sample_2_Aligned.sortedByCoord.out,chr20,10408797,10412301,-,12,2,14,known,chr20:10408797-10412301
sample_2_Aligned.sortedByCoord.out,chr2,12508352,12511085,-,11,3,14,known,chr2:12508352-12511085
sample_2_Aligned.sortedByCoord.out,chr19,40003294,40011672,+,8,3,11,known,chr19:40003294-40011672
sample_2_Aligned.sortedByCoord.out,chr20,22235909,22243500,-,11,2,13,known,chr20:22235909-22243500
sample_2_Aligned.sortedByCoord.out,chr19,4172720,4178649,-,13,2,15,novel,chr19:4172720-4178649
sample_2_Aligned.sortedByCoord.out,chr21,31315811,31319934,-,10,3,13,novel,chr21:31315811-31319934
sample_2_Aligned.sortedByCoord.out,chr3,20269189,20270626,+,5,1,6,novel,chr3:20269189-20270626
sample_2_Aligned.sortedByCoord.out,chr19,14373065,14374634,-,10,0,10,known,chr19:14373065-14374634
sample_2_Aligned.sortedByCoord.out,chr3,7738287,7747332,+,14,1,15,known,chr3:7738287-7747332
sample_2_Aligned.sortedByCoord.out,chr14,49289802,49291965,-,10,0,10,known,chr14:49289802-49291965
sample_2_Aligned.sortedByCoord.out,chr2,31490594,31491216,+,5,3,8,known,chr2:31490594-31491216
sample_2_Aligned.sortedByCoord.out,chr10,29042059,29049935,-,5,3,8,known,chr10:29042059-29049935
sample_2_Aligned.sortedByCoord.out,chr7,41548488,41554230,+,4,1,5,known,chr7:41548488-41554230
sample_2_Aligned.sortedByCoord.out,chr21,41686168,41694667,-,10,1,11,known,chr21:41686168-41694667
sample_2_Aligned.sortedByCoord.out,chr9,45459386,45467162,+,8,2,10,known,chr9:45459386-45467162
sample_2_Aligned.sortedByCoord.out,chr8,13384748,13392388,+,10,1,11,novel,chr8:13384748-13392388
sample_2_Aligned.sortedByCoord.out,chr10,6365641,6366569,+,8,1,9,known,chr10:6365641-6366569
sample_2_Aligned.sortedByCoord.out,chr17,10731010,10731589,+,10,0,10,known,chr17:10731010-10731589
sample_2_Aligned.sortedByCoord.out,chr9,47069743,47074646,+,11,0,11,novel,chr9:47069743-47074646
sample_2_Aligned.sortedByCoord.out,chr17,36391515,36396535,+,11,3,14,known,chr17:36391515-36396535
sample_2_Aligned.sortedByCoord.out,chr15,37901998,37904816,-,13,4,17,known,chr15:37901998-37904816
sample_2_Aligned.sortedByCoord.out,chr20,36917784,36923412,-,9,1,10,known,chr20:36917784-36923412
sample_2_Aligned.sortedByCoord.out,chr7,24742181,24747236,-,6,0,6,known,chr7:24742181-24747236
sample_2_Aligned.sortedByCoord.out,chr6,15924332,15926493,+,8,3,11,known,chr6:15924332-15926493
sample_2_Aligned.sortedByCoord.out,chr19,17976992,17982448,-,6,4,10,known,chr19:17976992-17982448
sample_2_Aligned.sortedByCoord.out,chr2,43984307,43986120,-,12,3,15,novel,chr2:43984307-43986120
sample_2_Aligned.sortedByCoord.out,chr4,28843440,28849466,+,11,2,13,known,chr4:28843440-28849466
sample_2_Aligned.sortedByCoord.out,chr11,36298540,36306830,+,13,2,15,known,chr11:36298540-36306830
sample_2_Aligned.sortedByCoord.out,chr19,29790658,29792088,+,8,1,9,known,chr19:29790658-29792088
sample_2_Aligned.sortedByCoord.out,chr19,2936813,2945344,-,11,3,14,novel,chr19:2936813-2945344
sample_2_Aligned.sortedByCoord.out,chr19,32136752,32139096,+,10,1,11,novel,chr19:32136752-32139096
sample_2_Aligned.sortedByCoord.out,chr22,38273525,38274333,+,8,2,10,novel,chr22:38273525-38274333
sample_2_Aligned.sortedByCoord.out,chr16,10992356,11000561,-,9,2,11,known,chr16:10992356-11000561
sample_2_Aligned.sortedByCoord.out,chr18,43195266,43204264,-,8,2,10,known,chr18:43195266-43204264
sample_2_Aligned.sortedByCoord.out,chr9,17821844,17825107,-,13,5,18,known,chr9:17821844-17825107
sample_2_Aligned.sortedByCoord.out,chr9,25773737,25779816,-,9,1,10,novel,chr9:25773737-25779816
sample_2_Aligned.sortedByCoord.out,chr5,19006223,19013673,+,8,1,9,known,chr5:19006223-19013673
sample_2_Aligned.sortedByCoord.out,chr3,8911936,8915395,-,7,1,8,known,chr3:8911936-8915395
sample_2_Aligned.sortedByCoord.out,chr3,1366732,1376114,+,10,1,11,novel,chr3:1366732-1376114
sample_2_Aligned.sortedByCoord.out,chr4,44752418,44752599,+,10,2,12,known,chr4:44752418-44752599
sample_2_Aligned.sortedByCoord.out,chr20,26242074,26246492,+,9,1,10,novel,chr20:26242074-26246492
sample_2_Aligned.sortedByCoord.out,chr1,15671496,15678453,+,10,3,13,known,chr1:15671496-15678453
sample_2_Aligned.sortedByCoord.out,chr15,20741713,20749380,+,9,1,10,novel,chr15:20741713-20749380
sample_2_Aligned.sortedByCoord.out,chr14,19613154,19622960,-,11,3,14,known,chr14:19613154-19622960
sample_2_Aligned.sortedByCoord.out,chr15,7543451,7550209,+,12,2,14,known,chr15:7543451-7550209
sample_2_Aligned.sortedByCoord.out,chr15,1295531,1303532,+,11,1,12,novel,chr15:1295531-1303532
sample_2_Aligned.sortedByCoord.out,chr10,11498469,11498720,-,9,4,13,known,chr10:11498469-11498720
sample_2_Aligned.sortedByCoord.out,chr1,40451492,40455139,-,8,3,11,novel,chr1:40451492-40455139
